cliente_id,cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,engajamento_score,retorno_relativo,flag_risco,intensidade_rel,segmento_enc,churn
CLI00505,CLI00505,Alta Renda,7,8,11.01,1,3.739,1,0.1,-0.61,0,1.4414,0.0,1
CLI00506,CLI00506,Wealth,80,7,6.96,2,119.221,0,0.175,-4.66,0,4.8278,2.0,0
CLI00507,CLI00507,Private,72,6,6.77,1,32.485,0,0.075,-4.85,0,2.9739,1.0,0
CLI00508,CLI00508,Wealth,60,8,10.82,5,77.49,0,0.5,-0.8,0,7.3657,2.0,0
CLI00509,CLI00509,Private,11,6,15.85,2,60.11,0,0.15,4.23,0,2.7299,1.0,0
CLI00510,CLI00510,Private,91,7,11.33,2,16.683,1,0.175,-0.29,0,4.9677,1.0,1
CLI00511,CLI00511,Alta Renda,65,3,12.29,3,7.166,0,0.1125,0.67,0,5.8081,0.0,0
CLI00512,CLI00512,Wealth,106,6,7.32,3,140.239,1,0.225,-4.3,0,6.4779,2.0,1
CLI00513,CLI00513,Wealth,17,5,15.63,4,259.544,0,0.25,4.01,0,4.6519,2.0,0
CLI00514,CLI00514,Alta Renda,54,7,6.69,2,5.915,1,0.175,-4.93,0,4.4025,0.0,1
CLI00515,CLI00515,Alta Renda,47,5,9.38,1,3.0,0,0.0625,-2.24,0,2.6833,0.0,0
CLI00516,CLI00516,Alta Renda,87,7,14.15,3,5.027,0,0.2625,2.53,0,6.2069,0.0,0
CLI00517,CLI00517,Private,40,1,2.93,7,65.68,0,0.0875,-8.69,0,7.7222,1.0,0
CLI00518,CLI00518,Family Office,139,1,12.23,2,1027.147,0,0.025,0.61,0,5.4289,3.0,0
CLI00519,CLI00519,Alta Renda,72,1,7.14,2,4.486,0,0.025,-4.48,0,4.7136,0.0,0
CLI00520,CLI00520,Private,85,6,11.57,4,17.059,0,0.3,-0.05,0,7.169,1.0,0
CLI00521,CLI00521,Alta Renda,12,5,10.02,5,14.012,0,0.3125,-1.6,0,4.5958,0.0,0
CLI00522,CLI00522,Family Office,19,5,20.34,2,899.994,0,0.125,8.72,0,3.2911,3.0,0
CLI00523,CLI00523,Wealth,78,5,9.85,4,109.429,0,0.25,-1.77,0,7.0324,2.0,0
CLI00524,CLI00524,Wealth,71,3,19.24,4,116.638,0,0.15,7.62,0,6.883,2.0,0
CLI00525,CLI00525,Private,96,5,13.97,1,19.876,0,0.0625,2.35,0,3.1709,1.0,0
CLI00526,CLI00526,Alta Renda,135,3,8.13,6,7.521,0,0.225,-3.49,0,9.5596,0.0,0
CLI00527,CLI00527,Alta Renda,25,1,12.89,5,16.594,1,0.0625,1.27,0,5.8377,0.0,1
CLI00528,CLI00528,Alta Renda,15,1,10.22,5,4.737,1,0.0625,-1.4,0,4.9678,0.0,1
CLI00529,CLI00529,Wealth,30,6,12.52,6,184.762,0,0.45,0.9,0,6.6822,2.0,0
CLI00530,CLI00530,Private,30,7,8.5,3,11.698,0,0.2625,-3.12,0,4.7605,1.0,0
CLI00531,CLI00531,Family Office,59,1,18.6,1,231.874,1,0.0125,6.98,0,2.838,3.0,1
CLI00532,CLI00532,Family Office,38,7,15.39,1,347.4,0,0.0875,3.77,0,2.5394,3.0,0
CLI00533,CLI00533,Private,100,7,11.63,6,32.893,0,0.525,0.01,0,8.9806,1.0,0
CLI00534,CLI00534,Private,19,8,18.76,2,40.885,0,0.2,7.14,0,3.2911,1.0,0
CLI00535,CLI00535,Wealth,70,6,11.81,4,237.98,0,0.3,0.19,0,6.8605,2.0,0
CLI00536,CLI00536,Wealth,115,2,16.11,3,81.963,0,0.075,4.49,0,6.5899,2.0,0
CLI00537,CLI00537,Alta Renda,85,2,11.66,7,5.964,0,0.175,0.04,0,9.2626,0.0,0
CLI00538,CLI00538,Private,59,4,13.15,2,44.358,0,0.1,1.53,0,4.4981,1.0,0
CLI00539,CLI00539,Alta Renda,130,8,11.16,4,8.658,0,0.4,-0.46,0,7.8463,0.0,0
CLI00540,CLI00540,Wealth,136,6,11.9,0,123.039,0,0.0,0.28,0,0.0,2.0,0
CLI00541,CLI00541,Private,139,4,12.22,1,11.861,0,0.05,0.6,0,3.4253,1.0,0
CLI00542,CLI00542,Alta Renda,30,4,8.69,2,9.759,0,0.1,-2.93,0,3.7726,0.0,0
CLI00543,CLI00543,Private,122,8,9.82,7,35.065,0,0.7,-1.8,0,10.0067,1.0,0
CLI00544,CLI00544,Private,141,2,10.59,3,35.852,0,0.075,-1.03,0,6.8702,1.0,0
CLI00545,CLI00545,Alta Renda,30,6,12.46,4,10.407,1,0.3,0.84,0,5.5268,0.0,1
CLI00546,CLI00546,Alta Renda,84,2,11.37,6,4.296,1,0.15,-0.25,0,8.645,0.0,1
CLI00547,CLI00547,Private,73,4,16.43,4,40.491,0,0.2,4.81,0,6.9271,1.0,0
CLI00548,CLI00548,Private,17,6,15.06,3,17.612,1,0.225,3.44,0,4.0069,1.0,1
CLI00549,CLI00549,Private,37,4,10.68,1,6.228,0,0.05,-0.94,0,2.5214,1.0,0
CLI00550,CLI00550,Private,133,5,17.3,3,42.781,0,0.1875,5.68,0,6.7898,1.0,0
CLI00551,CLI00551,Wealth,101,8,19.37,2,185.295,0,0.2,7.75,0,5.0811,2.0,0
CLI00552,CLI00552,Private,97,7,2.92,5,25.654,0,0.4375,-8.7,0,8.2152,1.0,0
CLI00553,CLI00553,Private,36,6,15.42,3,33.127,0,0.225,3.8,0,5.0058,1.0,0
CLI00554,CLI00554,Wealth,83,6,8.59,3,136.312,0,0.225,-3.03,0,6.1424,2.0,0
CLI00555,CLI00555,Alta Renda,25,7,14.86,0,4.363,0,0.0,3.24,0,0.0,0.0,0
CLI00556,CLI00556,Alta Renda,65,4,16.7,2,5.757,0,0.1,5.08,0,4.6028,0.0,0
CLI00557,CLI00557,Alta Renda,139,5,7.82,4,15.806,1,0.25,-3.8,0,7.9533,0.0,1
CLI00558,CLI00558,Private,98,3,3.72,6,26.455,0,0.225,-7.9,0,8.9417,1.0,0
CLI00559,CLI00559,Private,48,7,15.01,3,32.23,0,0.2625,3.39,0,5.3952,1.0,0
CLI00560,CLI00560,Private,135,8,12.07,3,43.575,1,0.3,0.45,0,6.8104,1.0,1
CLI00561,CLI00561,Alta Renda,65,2,4.49,1,4.037,1,0.025,-7.13,0,2.904,0.0,1
CLI00562,CLI00562,Alta Renda,36,4,22.12,5,5.239,1,0.25,10.5,0,6.4699,0.0,1
CLI00563,CLI00563,Alta Renda,10,7,14.12,6,10.458,0,0.525,2.5,0,4.6661,0.0,0
CLI00564,CLI00564,Alta Renda,15,7,14.31,2,10.154,1,0.175,2.69,0,3.046,0.0,1
CLI00565,CLI00565,Private,94,6,17.24,0,9.189,0,0.0,5.62,0,0.0,1.0,0
CLI00566,CLI00566,Alta Renda,135,2,9.06,2,9.501,0,0.05,-2.56,0,5.3971,0.0,0
CLI00567,CLI00567,Alta Renda,131,2,12.05,4,7.318,0,0.1,0.43,0,7.8586,0.0,0
CLI00568,CLI00568,Wealth,16,8,5.96,3,32.79,0,0.3,-5.66,0,3.9277,2.0,0
CLI00569,CLI00569,Alta Renda,61,2,8.95,4,3.897,0,0.1,-2.67,0,6.6424,0.0,0
CLI00570,CLI00570,Private,88,7,13.12,4,55.524,0,0.35,1.5,0,7.2242,1.0,0
CLI00571,CLI00571,Private,142,3,4.51,6,25.101,0,0.225,-7.11,0,9.6572,1.0,0
CLI00572,CLI00572,Alta Renda,104,1,8.83,3,4.787,0,0.0375,-2.79,0,6.4518,0.0,0
CLI00573,CLI00573,Private,78,4,7.6,2,74.325,1,0.1,-4.02,0,4.8003,1.0,1
CLI00574,CLI00574,Wealth,120,1,12.1,5,208.357,0,0.0625,0.48,0,8.5929,2.0,0
CLI00575,CLI00575,Wealth,12,7,13.91,5,154.525,0,0.4375,2.29,0,4.5958,2.0,0
CLI00576,CLI00576,Alta Renda,85,1,14.62,3,13.007,1,0.0375,3.0,0,6.175,0.0,1
CLI00577,CLI00577,Wealth,102,7,15.7,3,161.83,0,0.2625,4.08,0,6.4251,2.0,0
CLI00578,CLI00578,Private,9,1,17.26,1,21.254,1,0.0125,5.64,0,1.596,1.0,1
CLI00579,CLI00579,Alta Renda,9,2,14.05,4,10.712,0,0.1,2.43,0,3.7059,0.0,0
CLI00580,CLI00580,Private,108,5,19.43,2,18.602,0,0.125,7.81,0,5.154,1.0,0
CLI00581,CLI00581,Family Office,45,2,12.0,5,1553.462,0,0.125,0.38,0,6.86,3.0,0
CLI00582,CLI00582,Private,22,2,10.77,4,25.616,0,0.1,-0.85,0,5.0464,1.0,0
CLI00583,CLI00583,Alta Renda,106,8,14.05,3,3.359,0,0.3,2.43,0,6.4779,0.0,0
CLI00584,CLI00584,Private,108,6,10.59,3,37.796,0,0.225,-1.03,0,6.5036,1.0,0
CLI00585,CLI00585,Alta Renda,129,6,19.28,3,11.292,0,0.225,7.66,0,6.7478,0.0,0
CLI00586,CLI00586,Alta Renda,57,1,16.25,3,14.379,0,0.0375,4.63,0,5.629,0.0,0
CLI00587,CLI00587,Alta Renda,57,7,14.65,3,7.21,0,0.2625,3.03,0,5.629,0.0,0
CLI00588,CLI00588,Alta Renda,129,8,12.05,3,8.85,0,0.3,0.43,0,6.7478,0.0,0
CLI00589,CLI00589,Alta Renda,68,2,9.79,1,12.21,0,0.025,-1.83,0,2.9349,0.0,0
CLI00590,CLI00590,Alta Renda,121,8,14.45,4,4.774,0,0.4,2.83,0,7.7318,0.0,0
CLI00591,CLI00591,Private,67,1,6.77,2,23.75,0,0.025,-4.85,0,4.6356,1.0,0
CLI00592,CLI00592,Alta Renda,12,6,17.94,4,25.209,0,0.3,6.32,0,4.1281,0.0,0
CLI00593,CLI00593,Alta Renda,97,5,10.75,1,13.717,0,0.0625,-0.87,0,3.1781,0.0,0
CLI00594,CLI00594,Wealth,19,4,12.78,5,50.683,0,0.25,1.16,0,5.3676,2.0,0
CLI00595,CLI00595,Private,91,1,7.68,3,39.477,1,0.0375,-3.94,0,6.2685,1.0,1
CLI00596,CLI00596,Private,138,8,14.54,3,22.196,0,0.3,2.92,0,6.8406,1.0,0
CLI00597,CLI00597,Alta Renda,135,5,9.59,4,9.338,0,0.25,-2.03,0,7.9066,0.0,0
CLI00598,CLI00598,Alta Renda,67,4,14.23,2,6.868,0,0.1,2.61,0,4.6356,0.0,0
CLI00599,CLI00599,Alta Renda,84,3,14.68,3,9.189,1,0.1125,3.06,0,6.1588,0.0,1
CLI00600,CLI00600,Alta Renda,143,1,8.78,1,3.0,0,0.0125,-2.84,0,3.4448,0.0,0
CLI00601,CLI00601,Alta Renda,63,1,6.78,0,22.0,1,0.0,-4.84,1,0.0,0.0,1
CLI00602,CLI00602,Alta Renda,125,3,17.93,4,13.024,0,0.15,6.31,0,7.7837,0.0,0
CLI00603,CLI00603,Alta Renda,138,3,10.69,1,15.66,0,0.0375,-0.93,0,3.4203,0.0,0
CLI00604,CLI00604,Alta Renda,70,1,12.44,3,7.119,0,0.0375,0.82,0,5.9093,0.0,0
CLI00605,CLI00605,Private,18,3,13.54,1,28.592,0,0.0375,1.92,0,2.0409,1.0,0
CLI00606,CLI00606,Alta Renda,87,2,6.23,2,5.742,0,0.05,-5.39,0,4.9189,0.0,0
CLI00607,CLI00607,Alta Renda,57,4,13.44,5,4.831,0,0.25,1.82,0,7.2753,0.0,0
CLI00608,CLI00608,Private,122,4,11.92,2,107.14,0,0.1,0.3,0,5.2867,1.0,0
CLI00609,CLI00609,Private,31,4,8.8,3,34.694,0,0.15,-2.82,0,4.8045,1.0,0
CLI00610,CLI00610,Alta Renda,39,2,6.64,0,10.95,0,0.0,-4.98,0,0.0,0.0,0
CLI00611,CLI00611,Private,57,7,14.04,2,36.405,0,0.175,2.42,0,4.4609,1.0,0
CLI00612,CLI00612,Private,117,3,16.24,3,11.573,1,0.1125,4.62,0,6.6136,1.0,1
CLI00613,CLI00613,Alta Renda,87,5,12.25,3,5.28,1,0.1875,0.63,0,6.2069,0.0,1
CLI00614,CLI00614,Wealth,47,3,5.48,7,121.454,0,0.2625,-6.14,0,8.0499,2.0,0
CLI00615,CLI00615,Wealth,26,1,7.06,2,190.31,0,0.025,-4.56,0,3.6208,2.0,0
CLI00616,CLI00616,Alta Renda,47,6,9.69,2,6.315,0,0.15,-1.93,0,4.2529,0.0,0
CLI00617,CLI00617,Alta Renda,118,8,18.07,2,9.454,0,0.2,6.45,0,5.2504,0.0,0
CLI00618,CLI00618,Private,110,8,10.46,2,63.104,0,0.2,-1.16,0,5.1739,1.0,0
CLI00619,CLI00619,Private,22,4,9.53,5,53.095,0,0.25,-2.09,0,5.6181,1.0,0
CLI00620,CLI00620,Alta Renda,125,3,4.47,3,4.871,0,0.1125,-7.15,0,6.7045,0.0,0
CLI00621,CLI00621,Alta Renda,142,5,8.74,3,12.43,0,0.1875,-2.88,0,6.88,0.0,0
CLI00622,CLI00622,Alta Renda,134,1,6.32,2,6.932,0,0.025,-5.3,0,5.389,0.0,0
CLI00623,CLI00623,Private,135,2,7.29,3,18.239,0,0.075,-4.33,0,6.8104,1.0,0
CLI00624,CLI00624,Private,65,7,12.0,5,52.47,0,0.4375,0.38,0,7.5069,1.0,0
CLI00625,CLI00625,Alta Renda,53,2,9.82,1,3.054,0,0.025,-1.8,0,2.765,0.0,0
CLI00626,CLI00626,Private,34,5,18.64,2,34.127,0,0.125,7.02,0,3.9059,1.0,0
CLI00627,CLI00627,Private,102,1,16.03,2,28.791,0,0.025,4.41,0,5.0918,1.0,0
CLI00628,CLI00628,Alta Renda,15,4,8.94,1,4.842,0,0.05,-2.68,0,1.9218,0.0,0
CLI00629,CLI00629,Alta Renda,63,3,7.65,4,14.374,0,0.15,-3.97,0,6.6935,0.0,0
CLI00630,CLI00630,Private,26,1,17.31,5,60.751,1,0.0625,5.69,0,5.9053,1.0,1
CLI00631,CLI00631,Wealth,33,8,18.47,0,62.06,0,0.0,6.85,0,0.0,2.0,0
CLI00632,CLI00632,Private,39,7,2.28,3,20.59,0,0.2625,-9.34,0,5.1139,1.0,0
CLI00633,CLI00633,Private,13,2,11.89,8,18.152,0,0.2,0.27,0,5.7986,1.0,0
CLI00634,CLI00634,Alta Renda,84,7,10.44,0,4.181,0,0.0,-1.18,0,0.0,0.0,0
CLI00635,CLI00635,Alta Renda,92,7,14.23,3,11.446,0,0.2625,2.61,0,6.2835,0.0,0
CLI00636,CLI00636,Private,93,5,19.66,4,31.714,0,0.25,8.04,0,7.3122,1.0,0
CLI00637,CLI00637,Alta Renda,74,5,9.47,1,7.484,1,0.0625,-2.15,0,2.9927,0.0,1
CLI00638,CLI00638,Alta Renda,92,3,2.85,4,6.369,0,0.15,-8.77,0,7.2949,0.0,0
CLI00639,CLI00639,Alta Renda,106,5,13.93,4,27.878,1,0.25,2.31,0,7.5206,0.0,1
CLI00640,CLI00640,Alta Renda,13,5,17.34,4,3.454,0,0.25,5.72,0,4.2474,0.0,0
CLI00641,CLI00641,Alta Renda,82,1,10.22,2,4.659,1,0.025,-1.4,0,4.8546,0.0,1
CLI00642,CLI00642,Alta Renda,92,8,8.54,5,6.91,0,0.5,-3.08,0,8.1213,0.0,0
CLI00643,CLI00643,Alta Renda,48,4,9.66,3,26.432,0,0.15,-1.96,0,5.3952,0.0,0
CLI00644,CLI00644,Alta Renda,134,3,15.07,3,6.919,0,0.1125,3.45,0,6.8002,0.0,0
CLI00645,CLI00645,Wealth,114,1,9.59,3,73.488,0,0.0375,-2.03,0,6.5779,2.0,0
CLI00646,CLI00646,Private,22,4,12.88,2,38.442,0,0.1,1.26,0,3.4447,1.0,0
CLI00647,CLI00647,Private,138,7,11.62,3,49.999,1,0.2625,0.0,0,6.8406,1.0,1
CLI00648,CLI00648,Private,26,1,11.18,0,25.575,0,0.0,-0.44,1,0.0,1.0,0
CLI00649,CLI00649,Private,63,6,14.45,1,16.816,0,0.075,2.83,0,2.8827,1.0,0
CLI00650,CLI00650,Alta Renda,115,1,9.49,1,8.14,0,0.0125,-2.13,0,3.2949,0.0,0
CLI00651,CLI00651,Private,140,5,9.69,3,127.657,0,0.1875,-1.93,0,6.8604,1.0,0
CLI00652,CLI00652,Private,33,4,14.85,5,14.589,0,0.25,3.23,0,6.3184,1.0,0
CLI00653,CLI00653,Private,56,3,7.35,1,28.941,0,0.0375,-4.27,0,2.8024,1.0,0
CLI00654,CLI00654,Alta Renda,10,3,7.8,6,5.819,0,0.225,-3.82,0,4.6661,0.0,0
CLI00655,CLI00655,Alta Renda,10,4,6.21,3,8.526,0,0.15,-5.41,0,3.3242,0.0,0
CLI00656,CLI00656,Alta Renda,99,5,15.07,2,6.021,0,0.125,3.45,0,5.0593,0.0,0
CLI00657,CLI00657,Alta Renda,101,2,11.06,0,10.261,0,0.0,-0.56,0,0.0,0.0,0
CLI00658,CLI00658,Private,13,1,5.98,6,44.702,0,0.075,-5.64,0,5.1354,1.0,0
CLI00659,CLI00659,Private,69,5,15.09,5,55.862,0,0.3125,3.47,0,7.6123,1.0,0
CLI00660,CLI00660,Alta Renda,143,6,9.17,3,10.716,0,0.225,-2.45,0,6.8896,0.0,0
CLI00661,CLI00661,Family Office,43,8,7.84,3,1180.819,0,0.3,-3.78,0,5.246,3.0,0
CLI00662,CLI00662,Private,116,7,10.68,0,19.924,0,0.0,-0.94,0,0.0,1.0,0
CLI00663,CLI00663,Alta Renda,117,4,17.71,1,6.154,1,0.05,6.09,0,3.3068,0.0,1
CLI00664,CLI00664,Alta Renda,86,8,9.84,3,3.769,0,0.3,-1.78,0,6.1911,0.0,0
CLI00665,CLI00665,Alta Renda,141,1,13.92,2,7.37,0,0.025,2.3,0,5.4445,0.0,0
CLI00666,CLI00666,Alta Renda,109,3,14.55,1,15.136,1,0.0375,2.93,0,3.2581,0.0,1
CLI00667,CLI00667,Alta Renda,78,7,13.36,5,4.443,0,0.4375,1.74,0,7.829,0.0,0
CLI00668,CLI00668,Alta Renda,54,8,16.84,2,8.411,0,0.2,5.22,0,4.4025,0.0,0
CLI00669,CLI00669,Alta Renda,41,2,8.53,4,3.607,0,0.1,-3.09,0,6.0155,0.0,0
CLI00670,CLI00670,Alta Renda,131,8,7.12,5,3.951,0,0.5,-4.5,0,8.7488,0.0,0
CLI00671,CLI00671,Wealth,73,6,7.04,4,192.441,0,0.3,-4.58,0,6.9271,2.0,0
CLI00672,CLI00672,Alta Renda,83,3,10.89,1,14.312,0,0.0375,-0.73,0,3.0712,0.0,0
CLI00673,CLI00673,Private,110,4,7.52,3,9.091,0,0.15,-4.1,0,6.5288,1.0,0
CLI00674,CLI00674,Alta Renda,127,1,12.12,2,10.24,0,0.025,0.5,0,5.3305,0.0,0
CLI00675,CLI00675,Family Office,124,4,11.82,4,281.129,0,0.2,0.2,0,7.7709,3.0,0
CLI00676,CLI00676,Alta Renda,119,7,15.78,2,8.481,0,0.175,4.16,0,5.2596,0.0,0
CLI00677,CLI00677,Alta Renda,15,1,12.72,5,3.0,1,0.0625,1.1,0,4.9678,0.0,1
CLI00678,CLI00678,Family Office,96,5,9.75,2,161.54,0,0.125,-1.87,0,5.0258,3.0,0
CLI00679,CLI00679,Wealth,7,2,13.23,4,71.298,0,0.1,1.61,0,3.3467,2.0,0
CLI00680,CLI00680,Private,123,5,7.17,3,19.649,0,0.1875,-4.45,0,6.6823,1.0,0
CLI00681,CLI00681,Alta Renda,18,5,11.34,2,5.165,0,0.125,-0.28,0,3.2348,0.0,0
CLI00682,CLI00682,Alta Renda,100,4,12.84,2,9.773,0,0.1,1.22,0,5.0702,0.0,0
CLI00683,CLI00683,Private,37,7,12.04,3,46.946,0,0.2625,0.42,0,5.0428,1.0,0
CLI00684,CLI00684,Wealth,37,2,13.24,0,96.058,0,0.0,1.62,0,0.0,2.0,0
CLI00685,CLI00685,Private,129,8,8.8,2,41.046,0,0.2,-2.82,0,5.3475,1.0,0
CLI00686,CLI00686,Private,16,1,16.34,2,41.858,0,0.025,4.72,0,3.1126,1.0,0
CLI00687,CLI00687,Alta Renda,15,1,19.15,3,3.155,0,0.0375,7.53,0,3.8436,0.0,0
CLI00688,CLI00688,Private,20,6,4.77,2,42.914,1,0.15,-6.85,0,3.3447,1.0,1
CLI00689,CLI00689,Alta Renda,22,3,6.39,0,5.762,0,0.0,-5.23,0,0.0,0.0,0
CLI00690,CLI00690,Alta Renda,64,6,11.68,3,10.671,0,0.225,0.06,0,5.7869,0.0,0
CLI00691,CLI00691,Alta Renda,83,8,10.42,5,3.049,1,0.5,-1.2,0,7.939,0.0,1
CLI00692,CLI00692,Private,129,6,19.46,2,62.568,0,0.15,7.84,0,5.3475,1.0,0
CLI00693,CLI00693,Alta Renda,119,1,12.42,2,3.0,0,0.025,0.8,0,5.2596,0.0,0
CLI00694,CLI00694,Alta Renda,27,4,17.35,3,3.078,0,0.15,5.73,0,4.6194,0.0,0
CLI00695,CLI00695,Private,37,5,2.89,3,17.578,0,0.1875,-8.73,0,5.0428,1.0,0
CLI00696,CLI00696,Alta Renda,118,7,14.92,4,8.414,0,0.35,3.3,0,7.6917,0.0,0
CLI00697,CLI00697,Private,125,5,8.49,1,13.646,0,0.0625,-3.13,0,3.3523,1.0,0
CLI00698,CLI00698,Alta Renda,127,5,8.43,3,5.153,0,0.1875,-3.19,0,6.7263,0.0,0
CLI00699,CLI00699,Private,37,2,10.46,2,34.97,0,0.05,-1.16,0,3.9963,1.0,0
CLI00700,CLI00700,Private,124,1,5.52,2,14.926,0,0.025,-6.1,0,5.3044,1.0,0
CLI00701,CLI00701,Alta Renda,44,8,13.36,0,11.346,1,0.0,1.74,0,0.0,0.0,1
CLI00702,CLI00702,Alta Renda,17,8,12.3,3,7.482,0,0.3,0.68,0,4.0069,0.0,0
CLI00703,CLI00703,Alta Renda,23,7,12.62,3,19.692,0,0.2625,1.0,0,4.4057,0.0,0
CLI00704,CLI00704,Alta Renda,131,4,15.23,2,3.544,0,0.1,3.61,0,5.3643,0.0,0
CLI00705,CLI00705,Family Office,141,2,17.86,1,784.412,0,0.025,6.24,0,3.4351,3.0,0
CLI00706,CLI00706,Alta Renda,51,3,9.97,3,8.401,0,0.1125,-1.65,0,5.4776,0.0,0
CLI00707,CLI00707,Private,109,4,13.5,4,13.14,1,0.2,1.88,0,7.5651,1.0,1
CLI00708,CLI00708,Alta Renda,140,6,12.73,3,4.52,0,0.225,1.11,0,6.8604,0.0,0
CLI00709,CLI00709,Private,91,4,13.09,5,58.357,0,0.25,1.47,0,8.102,1.0,0
CLI00710,CLI00710,Private,94,4,13.15,3,32.538,0,0.15,1.53,0,6.313,1.0,0
CLI00711,CLI00711,Private,27,5,18.18,3,28.483,0,0.1875,6.56,0,4.6194,1.0,0
CLI00712,CLI00712,Private,97,4,9.57,3,28.84,0,0.15,-2.05,0,6.3561,1.0,0
CLI00713,CLI00713,Alta Renda,34,8,5.09,1,9.738,0,0.1,-6.53,0,2.4644,0.0,0
CLI00714,CLI00714,Alta Renda,18,6,8.57,3,7.477,0,0.225,-3.05,0,4.0819,0.0,0
CLI00715,CLI00715,Wealth,7,6,14.68,2,56.147,0,0.15,3.06,0,2.2845,2.0,0
CLI00716,CLI00716,Wealth,34,1,11.6,1,359.042,0,0.0125,-0.02,0,2.4644,2.0,0
CLI00717,CLI00717,Family Office,32,4,9.54,3,528.332,0,0.15,-2.08,0,4.8472,3.0,0
CLI00718,CLI00718,Alta Renda,55,5,6.98,3,4.054,0,0.1875,-4.64,0,5.5803,0.0,0
CLI00719,CLI00719,Private,100,4,12.43,6,26.272,0,0.3,0.81,0,8.9806,1.0,0
CLI00720,CLI00720,Wealth,93,3,14.21,1,154.298,0,0.0375,2.59,0,3.1492,2.0,0
CLI00721,CLI00721,Alta Renda,49,3,12.78,4,6.42,0,0.15,1.16,0,6.2962,0.0,0
CLI00722,CLI00722,Alta Renda,27,5,10.44,2,7.287,0,0.125,-1.18,0,3.6608,0.0,0
CLI00723,CLI00723,Private,102,1,12.12,4,58.122,0,0.05,0.5,0,7.4593,1.0,0
CLI00724,CLI00724,Private,8,1,12.09,3,11.285,0,0.0375,0.47,0,3.046,1.0,0
CLI00725,CLI00725,Wealth,123,6,12.3,5,93.174,0,0.375,0.68,0,8.6368,2.0,0
CLI00726,CLI00726,Alta Renda,24,6,6.53,4,5.034,0,0.3,-5.09,0,5.1806,0.0,0
CLI00727,CLI00727,Private,28,2,12.33,2,11.008,0,0.05,0.71,0,3.6994,1.0,0
CLI00728,CLI00728,Alta Renda,35,5,9.65,4,10.442,0,0.25,-1.97,0,5.7675,0.0,0
CLI00729,CLI00729,Alta Renda,44,4,15.87,2,3.97,0,0.1,4.25,0,4.182,0.0,0
CLI00730,CLI00730,Alta Renda,113,7,12.06,3,22.109,0,0.2625,0.44,0,6.5658,0.0,0
CLI00731,CLI00731,Private,116,5,15.01,1,15.965,0,0.0625,3.39,0,3.3009,1.0,0
CLI00732,CLI00732,Private,30,2,10.23,3,33.305,0,0.075,-1.39,0,4.7605,1.0,0
CLI00733,CLI00733,Private,133,6,10.38,3,82.716,0,0.225,-1.24,0,6.7898,1.0,0
CLI00734,CLI00734,Alta Renda,116,5,17.78,3,11.828,0,0.1875,6.16,0,6.6018,0.0,0
CLI00735,CLI00735,Wealth,141,5,13.33,3,82.511,0,0.1875,1.71,0,6.8702,2.0,0
CLI00736,CLI00736,Alta Renda,111,6,8.5,5,8.48,0,0.375,-3.12,0,8.4544,0.0,0
CLI00737,CLI00737,Private,77,8,15.27,2,47.165,0,0.2,3.65,0,4.7863,1.0,0
CLI00738,CLI00738,Alta Renda,134,2,9.26,2,33.476,0,0.05,-2.36,0,5.389,0.0,0
CLI00739,CLI00739,Alta Renda,113,6,12.45,1,5.905,0,0.075,0.83,0,3.2829,0.0,0
CLI00740,CLI00740,Private,10,1,19.21,5,39.952,0,0.0625,7.59,0,4.2965,1.0,0
CLI00741,CLI00741,Alta Renda,8,4,5.49,4,9.798,0,0.2,-6.13,0,3.5363,0.0,0
CLI00742,CLI00742,Private,137,6,10.76,1,26.69,0,0.075,-0.86,0,3.4153,1.0,0
CLI00743,CLI00743,Private,109,2,13.21,3,12.587,0,0.075,1.59,0,6.5162,1.0,0
CLI00744,CLI00744,Alta Renda,69,3,14.71,5,7.912,1,0.1875,3.09,0,7.6123,0.0,1
CLI00745,CLI00745,Wealth,111,1,6.29,3,49.503,0,0.0375,-5.33,0,6.5412,2.0,0
CLI00746,CLI00746,Alta Renda,103,3,5.05,2,10.854,0,0.075,-6.57,0,5.1024,0.0,0
CLI00747,CLI00747,Private,15,7,16.08,5,38.138,0,0.4375,4.46,0,4.9678,1.0,0
CLI00748,CLI00748,Wealth,133,6,8.47,5,102.403,0,0.375,-3.15,0,8.7758,2.0,0
CLI00749,CLI00749,Private,51,1,8.3,4,94.423,1,0.05,-3.32,0,6.3593,1.0,1
CLI00750,CLI00750,Alta Renda,71,4,18.01,0,15.939,0,0.0,6.39,0,0.0,0.0,0
CLI00751,CLI00751,Wealth,117,6,11.79,3,169.486,0,0.225,0.17,0,6.6136,2.0,0
CLI00752,CLI00752,Private,18,4,11.82,1,24.244,0,0.05,0.2,0,2.0409,1.0,0
CLI00753,CLI00753,Alta Renda,142,8,10.74,0,9.467,0,0.0,-0.88,0,0.0,0.0,0
CLI00754,CLI00754,Alta Renda,91,5,6.36,1,12.415,0,0.0625,-5.26,0,3.1343,0.0,0
CLI00755,CLI00755,Private,95,3,14.34,4,20.001,0,0.15,2.72,0,7.346,1.0,0
CLI00756,CLI00756,Private,63,1,13.22,2,24.314,1,0.025,1.6,0,4.569,1.0,1
CLI00757,CLI00757,Private,59,4,12.21,8,40.127,0,0.4,0.59,0,8.9962,1.0,0
