cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,assessor_id,risco_saida_assessor,prob_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos,sem_historico_12m,cliente_novo_sem_contato_hist
CLI00420,Private,16,3,11.53,3.0,21.622,0,ADV0040,0,0.1452,3.14,4.0,-0.409,13.6,2,0,0
CLI00421,Private,143,8,14.5,0.0,63.173,1,ADV0040,0,0.1452,9.173,6.6,-0.058,19.4,4,0,0
CLI00422,Alta Renda,83,6,15.44,7.0,7.135,0,ADV0004,0,0.1679,1.198,7.6,-0.01,7.7,2,0,0
CLI00423,Private,82,1,10.01,2.0,38.581,0,ADV0024,0,0.102,3.935,18.6,-0.227,21.3,4,0,0
CLI00424,Alta Renda,7,6,,4.0,12.61,0,ADV0002,0,0.1022,1.289,14.9,-0.23,38.6,4,1,0
CLI00425,Private,69,7,12.14,1.0,49.707,0,ADV0027,0,0.1397,6.944,20.1,0.191,8.7,7,0,0
CLI00426,Alta Renda,40,3,12.25,3.0,3.732,0,ADV0021,0,0.1223,0.456,26.8,-0.43,51.8,2,0,0
CLI00427,Wealth,12,3,11.73,2.963855421686747,228.072,0,ADV0045,0,0.0857,19.546,20.6,0.069,41.8,3,0,0
CLI00428,Alta Renda,90,2,11.9,5.0,5.859,0,ADV0017,0,0.0868,0.509,41.0,-0.041,13.5,3,0,0
CLI00429,Alta Renda,72,8,8.36,1.0,8.901,0,ADV0005,0,0.154,1.371,26.8,0.109,12.1,6,0,0
CLI00430,Alta Renda,47,2,14.65,3.0,7.838,0,ADV0007,0,0.068,0.533,11.9,-0.065,8.2,7,0,0
CLI00431,Private,123,1,14.02,1.0,39.633,0,ADV0039,0,0.1042,4.13,8.6,0.065,23.4,5,0,0
CLI00432,Private,130,8,5.89,2.7650602409638556,38.546,0,ADV0031,0,0.1595,6.148,12.2,-0.163,14.2,2,0,0
CLI00433,Alta Renda,29,7,9.87,4.0,3.345,0,ADV0005,0,0.154,0.515,21.1,-0.011,15.2,2,0,0
CLI00434,Alta Renda,51,6,11.89,3.0,4.903,0,ADV0004,0,0.1679,0.823,9.3,0.108,7.0,4,0,0
CLI00435,Private,24,7,9.26,2.0,31.86,1,ADV0035,0,0.0652,2.077,27.7,-0.03,27.1,4,0,0
CLI00436,Alta Renda,73,3,14.18,2.0,15.118,0,ADV0003,0,0.1,1.512,19.9,0.084,11.4,5,0,0
CLI00437,Private,107,1,11.22,3.0,18.104,0,ADV0042,0,0.2352,4.258,6.0,-0.204,5.8,5,0,0
CLI00438,Private,47,4,12.21,2.0,29.07,0,ADV0035,0,0.0652,1.895,26.4,-0.13,12.8,4,0,0
CLI00439,Alta Renda,37,1,9.82,4.0,8.073,0,ADV0004,0,0.1679,1.355,16.9,-0.126,7.4,7,0,0
CLI00440,Alta Renda,114,5,3.13,2.0,3.0,0,ADV0004,0,0.1679,0.504,39.7,-0.061,30.7,7,0,0
CLI00441,Family Office,41,1,2.89,7.0,502.581,0,ADV0049,0,0.1398,70.261,12.9,0.299,41.5,9,0,0
CLI00442,Alta Renda,102,7,13.98,3.0,11.378,0,ADV0018,0,0.1071,1.219,10.4,-0.078,13.1,5,0,0
CLI00443,Alta Renda,136,5,12.62,2.0,3.0,0,ADV0018,0,0.1071,0.321,5.4,-0.252,26.2,4,0,0
CLI00444,Private,78,5,13.34,3.0,48.523,0,ADV0041,1,0.1061,5.148,5.3,0.119,25.8,0,0,0
CLI00445,Wealth,141,8,12.06,1.0,79.458,0,ADV0047,0,0.1208,9.599,24.4,0.296,0.4,3,0,0
CLI00446,Family Office,102,8,12.4,3.0,951.829,0,ADV0049,0,0.1398,133.066,37.2,-0.277,8.3,3,0,0
CLI00447,Private,128,5,15.57,3.0,43.11,0,ADV0038,0,0.1127,4.858,12.1,0.434,14.6,2,0,0
CLI00448,Alta Renda,75,4,13.37,2.6315789473684212,5.912,0,ADV0018,0,0.1071,0.633,11.5,0.091,9.9,9,0,0
CLI00449,Alta Renda,18,8,15.87,7.0,9.542,0,ADV0004,0,0.1679,1.602,13.7,0.227,7.8,7,0,0
CLI00450,Private,54,1,12.22,3.0,37.824,1,ADV0039,0,0.1042,3.941,28.5,0.373,28.6,6,0,0
CLI00451,Private,65,7,10.24,2.0,7.963,0,ADV0028,0,0.1197,0.953,6.1,0.214,9.6,4,0,0
CLI00452,Alta Renda,135,1,12.32,1.0,13.646,0,ADV0021,0,0.1223,1.669,15.5,-0.024,16.9,7,0,0
CLI00453,Wealth,10,4,,3.0,260.244,0,ADV0045,0,0.0857,22.303,24.8,0.268,25.4,8,1,0
CLI00454,Alta Renda,32,3,9.9,2.0,3.0,0,ADV0005,0,0.154,0.462,18.5,0.056,31.8,2,0,0
CLI00455,Private,13,2,12.25,1.0,24.638,0,ADV0024,0,0.102,2.513,0.5,0.24,5.8,2,0,0
CLI00456,Alta Renda,55,7,12.19,3.0,10.353,0,ADV0000,1,0.1134,1.174,20.7,0.264,6.2,2,0,0
CLI00457,Private,72,8,11.05,5.0,23.132,0,ADV0022,1,0.1452,3.359,18.6,-0.24,15.6,2,0,0
CLI00458,Alta Renda,49,7,5.67,4.0,11.244,0,ADV0002,0,0.1022,1.149,31.1,0.175,2.2,5,0,0
CLI00459,Alta Renda,130,1,14.17,4.0,5.153,1,ADV0005,0,0.154,0.794,38.6,-0.088,7.2,3,0,0
CLI00460,Alta Renda,63,2,15.0,5.0,7.359,0,ADV0005,0,0.154,1.133,30.1,0.03,28.7,9,0,0
CLI00461,Private,8,6,,2.0,14.444,0,ADV0032,0,0.1735,2.506,13.8,0.028,20.3,9,1,0
CLI00462,Private,91,6,13.36,3.0,48.157,0,ADV0038,0,0.1127,5.427,3.0,0.019,12.4,1,0,0
CLI00463,Private,75,8,11.51,3.0,8.306,0,ADV0029,0,0.1427,1.185,11.5,0.335,18.4,4,0,0
CLI00464,Family Office,135,4,7.25,4.0,2913.084,0,ADV0048,0,0.1202,350.153,13.5,-0.301,21.2,3,0,0
CLI00465,Alta Renda,7,6,,1.0,3.0,0,ADV0018,0,0.1071,0.321,36.9,-0.379,4.2,8,1,0
CLI00466,Alta Renda,107,7,12.54,2.0,3.0,0,ADV0014,1,0.1786,0.536,7.2,-0.425,9.5,5,0,0
CLI00467,Wealth,40,6,12.31,2.0,155.205,0,ADV0045,0,0.0857,13.301,4.1,0.235,31.1,6,0,0
CLI00468,Alta Renda,103,3,10.43,3.0,12.879,0,ADV0011,0,0.0656,0.845,9.4,-0.17,15.8,5,0,0
CLI00469,Family Office,35,3,10.16,1.0,581.403,0,ADV0048,0,0.1202,69.885,7.5,0.029,16.5,4,0,0
CLI00470,Alta Renda,121,8,14.39,1.0,5.204,1,ADV0000,1,0.1134,0.59,4.3,-0.352,25.0,8,0,0
CLI00471,Family Office,13,3,7.21,5.0,187.731,0,ADV0048,0,0.1202,22.565,12.3,-0.195,2.9,2,0,0
CLI00472,Alta Renda,49,6,18.33,1.0,5.786,0,ADV0001,0,0.0542,0.314,13.9,0.187,8.6,4,0,0
CLI00473,Wealth,41,4,17.41,2.963855421686747,108.101,0,ADV0045,0,0.0857,9.264,3.5,-0.028,17.7,7,0,0
CLI00474,Private,82,5,10.01,1.0,46.256,0,ADV0026,0,0.1872,8.659,10.3,-0.052,9.6,8,0,0
CLI00475,Family Office,36,5,7.87,1.0,373.829,0,ADV0049,0,0.1398,52.261,7.1,0.051,6.0,5,0,0
CLI00476,Alta Renda,52,8,3.04,2.6315789473684212,7.964,0,ADV0003,0,0.1,0.796,14.2,0.159,6.7,5,0,0
CLI00477,Private,60,2,6.24,1.0,62.162,0,ADV0028,0,0.1197,7.441,15.2,-0.211,31.5,6,0,0
CLI00478,Family Office,111,5,14.57,3.0,1030.909,0,ADV0048,0,0.1202,123.915,7.1,0.192,9.3,6,0,0
CLI00479,Private,126,5,12.82,2.0,24.688,0,ADV0026,0,0.1872,4.622,26.3,0.319,27.7,5,0,0
CLI00480,Private,60,3,13.57,5.0,26.779,0,ADV0031,0,0.1595,4.271,13.3,-0.314,16.5,4,0,0
CLI00481,Private,17,3,3.75,5.0,50.036,0,ADV0035,0,0.0652,3.262,7.4,0.061,11.4,7,0,0
CLI00482,Private,141,6,9.84,2.7650602409638556,17.708,0,ADV0022,1,0.1452,2.571,3.3,-0.067,7.5,3,0,0
CLI00483,Private,8,8,17.24,2.0,41.624,0,ADV0031,0,0.1595,6.639,15.8,0.154,20.6,2,0,0
CLI00484,Private,35,2,11.1,4.0,16.143,0,ADV0029,0,0.1427,2.304,18.6,-0.268,25.7,4,0,0
CLI00485,Wealth,28,8,6.16,0.0,358.286,1,ADV0045,0,0.0857,30.705,10.5,-0.011,24.9,6,0,0
CLI00486,Alta Renda,97,1,11.03,2.0,5.724,0,ADV0002,0,0.1022,0.585,14.5,-0.354,4.6,5,0,0
CLI00487,Alta Renda,120,7,8.26,3.0,5.439,0,ADV0014,1,0.1786,0.971,35.3,-0.054,9.2,3,0,0
CLI00488,Wealth,109,2,12.9,2.963855421686747,117.023,0,ADV0048,0,0.1202,14.066,23.7,0.096,10.1,3,0,0
CLI00489,Wealth,123,2,11.59,2.0,78.535,0,ADV0045,0,0.0857,6.73,1.4,-0.151,2.3,2,0,0
CLI00490,Private,10,4,,2.0,13.487,0,ADV0022,1,0.1452,1.958,7.3,-0.186,18.3,8,1,0
CLI00491,Private,109,8,6.38,3.0,33.442,0,ADV0031,0,0.1595,5.334,11.9,0.049,20.0,6,0,0
CLI00492,Alta Renda,113,6,9.62,1.0,8.696,0,ADV0014,1,0.1786,1.553,13.8,0.017,19.5,6,0,0
CLI00493,Alta Renda,70,4,16.08,1.0,3.075,0,ADV0009,0,0.1144,0.352,14.7,0.001,17.5,4,0,0
CLI00494,Private,126,2,5.81,3.0,27.555,0,ADV0022,1,0.1452,4.001,17.8,0.189,10.7,1,0,0
CLI00495,Alta Renda,35,2,7.29,1.0,13.248,0,ADV0017,0,0.0868,1.15,12.1,-0.087,7.3,5,0,0
CLI00496,Private,89,2,12.34,6.0,9.97,0,ADV0029,0,0.1427,1.423,13.2,0.07,10.7,6,0,0
CLI00497,Alta Renda,37,5,12.7,2.0,6.167,1,ADV0004,0,0.1679,1.035,36.5,-0.412,44.8,4,0,0
CLI00498,Family Office,21,8,9.45,3.272727272727273,329.565,0,ADV0048,0,0.1202,39.614,16.0,-0.187,29.3,3,0,0
CLI00499,Family Office,43,7,10.33,8.0,260.591,0,ADV0049,0,0.1398,36.431,4.9,-0.063,14.2,3,0,0
CLI00500,Private,41,7,13.74,1.0,65.457,0,ADV0035,0,0.0652,4.268,14.1,-0.11,13.8,9,0,0
CLI00501,Private,119,4,15.07,2.0,21.832,0,ADV0026,0,0.1872,4.087,11.9,-0.099,2.5,0,0,0
CLI00502,Alta Renda,71,2,7.01,1.0,4.026,0,ADV0016,0,0.1544,0.622,2.1,0.256,17.3,9,0,0
CLI00503,Private,110,7,13.03,6.0,38.039,0,ADV0041,1,0.1061,4.036,14.7,-0.056,30.7,2,0,0
CLI00504,Private,90,3,17.85,3.0,73.355,0,ADV0034,0,0.056,4.108,5.5,-0.146,12.4,6,0,0
CLI00505,Alta Renda,7,8,,1.0,3.739,1,ADV0008,0,0.1289,0.482,58.7,-0.231,13.3,2,1,0
CLI00506,Wealth,80,7,6.96,2.0,119.221,0,ADV0046,1,0.1543,18.396,17.6,0.023,10.2,1,0,0
CLI00507,Private,72,6,6.77,1.0,32.485,0,ADV0042,0,0.2352,7.64,4.7,-0.261,21.1,5,0,0
CLI00508,Wealth,60,8,10.82,2.963855421686747,77.49,0,ADV0048,0,0.1202,9.314,24.0,-0.066,2.4,5,0,0
CLI00509,Private,11,6,,2.0,60.11,0,ADV0037,0,0.1863,11.198,31.4,-0.075,27.8,4,1,0
CLI00510,Private,91,7,11.33,2.0,16.683,1,ADV0030,0,0.1175,1.96,11.9,0.409,12.3,4,0,0
CLI00511,Alta Renda,65,3,12.29,2.816326530612245,7.166,0,ADV0021,0,0.1223,0.876,11.8,0.16,17.5,3,0,0
CLI00512,Wealth,106,6,7.32,3.0,140.239,1,ADV0047,0,0.1208,16.941,35.2,-0.053,28.1,5,0,0
CLI00513,Wealth,17,5,15.63,4.0,259.544,0,ADV0045,0,0.0857,22.243,29.9,0.27,6.6,1,0,0
CLI00514,Alta Renda,54,7,6.69,2.0,5.915,1,ADV0002,0,0.1022,0.605,31.4,-0.246,22.9,2,0,0
CLI00515,Alta Renda,47,5,9.38,1.0,3.0,0,ADV0001,0,0.0542,0.163,5.2,0.391,11.2,3,0,0
CLI00516,Alta Renda,87,7,14.15,3.0,5.027,0,ADV0018,0,0.1071,0.538,9.5,-0.101,5.4,4,0,0
CLI00517,Private,40,1,2.93,7.0,65.68,0,ADV0041,1,0.1061,6.969,10.3,-0.169,25.5,8,0,0
CLI00518,Family Office,139,1,12.23,3.380952380952381,1027.147,0,ADV0049,0,0.1398,143.595,22.0,0.12,10.6,9,0,0
CLI00519,Alta Renda,72,1,7.14,2.0,4.486,0,ADV0007,0,0.068,0.305,30.0,0.3,5.2,4,0,0
CLI00520,Private,85,6,11.57,4.0,17.059,0,ADV0029,0,0.1427,2.434,31.5,-0.303,13.8,6,0,0
CLI00521,Alta Renda,12,5,10.02,5.0,14.012,0,ADV0018,0,0.1071,1.501,2.7,-0.043,4.0,5,0,0
CLI00522,Family Office,19,5,20.34,2.0,899.994,0,ADV0048,0,0.1202,108.179,6.8,-0.134,9.6,6,0,0
CLI00523,Wealth,78,5,9.85,4.0,109.429,0,ADV0043,0,0.0608,6.653,8.2,0.031,16.4,8,0,0
CLI00524,Wealth,71,3,19.24,3.0,116.638,0,ADV0043,0,0.0608,7.092,6.8,0.002,3.7,2,0,0
CLI00525,Private,96,5,13.97,1.0,19.876,0,ADV0022,1,0.1452,2.886,17.6,0.296,20.2,5,0,0
CLI00526,Alta Renda,135,3,8.13,6.0,7.521,0,ADV0020,0,0.1143,0.86,19.0,-0.024,14.3,4,0,0
CLI00527,Alta Renda,25,1,12.89,5.0,16.594,1,ADV0013,0,0.1362,2.26,14.5,0.746,22.7,4,0,0
CLI00528,Alta Renda,15,1,10.22,5.0,4.737,1,ADV0002,0,0.1022,0.484,20.4,-0.667,24.0,4,0,0
CLI00529,Wealth,30,6,12.52,6.0,184.762,0,ADV0045,0,0.0857,15.834,9.8,0.204,9.4,3,0,0
CLI00530,Private,30,7,8.5,3.0,11.698,0,ADV0041,1,0.1061,1.241,10.7,0.05,9.6,3,0,0
CLI00531,Family Office,59,1,18.6,3.380952380952381,231.874,1,ADV0049,0,0.1398,32.416,44.2,0.631,41.6,6,0,0
CLI00532,Family Office,38,7,15.39,1.0,347.4,0,ADV0049,0,0.1398,48.567,20.9,-0.325,5.8,3,0,0
CLI00533,Private,100,7,11.63,6.0,32.893,0,ADV0028,0,0.1197,3.937,10.1,-0.256,5.8,3,0,0
CLI00534,Private,19,8,18.76,2.0,40.885,0,ADV0039,0,0.1042,4.26,12.1,0.403,8.5,6,0,0
CLI00535,Wealth,70,6,11.81,4.0,237.98,0,ADV0047,0,0.1208,28.748,17.8,-0.161,4.4,3,0,0
CLI00536,Wealth,115,2,16.11,3.0,81.963,0,ADV0044,0,0.1616,13.245,4.7,-0.147,5.1,9,0,0
CLI00537,Alta Renda,85,2,11.66,7.0,5.964,0,ADV0012,0,0.0662,0.395,14.5,-0.193,5.3,6,0,0
CLI00538,Private,59,4,13.15,2.0,44.358,0,ADV0022,1,0.1452,6.441,20.2,0.253,10.6,5,0,0
CLI00539,Alta Renda,130,8,11.16,4.0,8.658,0,ADV0006,0,0.1377,1.192,18.5,-0.276,10.3,4,0,0
CLI00540,Wealth,136,6,11.9,0.0,123.039,0,ADV0048,0,0.1202,14.789,6.9,0.005,24.4,3,0,0
CLI00541,Private,139,4,12.22,1.0,11.861,0,ADV0030,0,0.1175,1.394,8.0,-0.058,10.8,5,0,0
CLI00542,Alta Renda,30,4,8.69,2.0,9.759,0,ADV0011,0,0.0656,0.64,1.8,0.228,12.6,2,0,0
CLI00543,Private,122,8,9.82,7.0,35.065,0,ADV0033,0,0.0642,2.251,21.6,-0.124,37.0,6,0,0
CLI00544,Private,141,2,10.59,3.0,35.852,0,ADV0031,0,0.1595,5.718,44.6,0.091,1.5,2,0,0
CLI00545,Alta Renda,30,6,12.46,4.0,10.407,1,ADV0017,0,0.0868,0.903,8.1,-0.403,49.6,9,0,0
CLI00546,Alta Renda,84,2,11.37,2.816326530612245,4.296,1,ADV0005,0,0.154,0.662,26.7,-0.087,17.9,5,0,0
CLI00547,Private,73,4,16.43,4.0,40.491,0,ADV0033,0,0.0642,2.6,42.2,-0.053,16.4,4,0,0
CLI00548,Private,17,6,15.06,3.0,17.612,1,ADV0025,0,0.1058,1.863,11.1,-0.052,9.3,5,0,0
CLI00549,Private,37,4,10.68,1.0,6.228,0,ADV0039,0,0.1042,0.649,12.1,0.364,10.7,2,0,0
CLI00550,Private,133,5,17.3,3.0,42.781,0,ADV0025,0,0.1058,4.526,15.6,-0.129,28.5,4,0,0
CLI00551,Wealth,101,8,19.37,2.0,185.295,0,ADV0044,0,0.1616,29.944,18.1,0.367,18.2,7,0,0
CLI00552,Private,97,7,2.92,5.0,25.654,0,ADV0028,0,0.1197,3.071,16.2,-0.091,11.1,5,0,0
CLI00553,Private,36,6,15.42,2.7857142857142856,33.127,0,ADV0028,0,0.1197,3.965,9.7,0.148,7.4,3,0,0
CLI00554,Wealth,83,6,8.59,3.0,136.312,0,ADV0045,0,0.0857,11.682,20.0,-0.126,5.8,4,0,0
CLI00555,Alta Renda,25,7,14.86,0.0,4.363,0,ADV0020,0,0.1143,0.499,9.8,-0.298,9.3,9,0,0
CLI00556,Alta Renda,65,4,16.7,2.0,5.757,0,ADV0006,0,0.1377,0.793,17.0,0.091,11.8,4,0,0
CLI00557,Alta Renda,139,5,7.82,4.0,15.806,1,ADV0001,0,0.0542,0.857,17.6,0.332,37.6,4,0,0
CLI00558,Private,98,3,3.72,2.7857142857142856,26.455,0,ADV0038,0,0.1127,2.981,2.4,-0.289,14.6,8,0,0
CLI00559,Private,48,7,15.01,3.0,32.23,0,ADV0031,0,0.1595,5.141,29.2,-0.068,8.1,2,0,0
CLI00560,Private,135,8,12.07,3.0,43.575,1,ADV0035,0,0.0652,2.841,21.8,-0.024,10.0,1,0,0
CLI00561,Alta Renda,65,2,4.49,1.0,4.037,1,ADV0010,0,0.1446,0.584,32.4,0.379,7.3,4,0,0
CLI00562,Alta Renda,36,4,22.12,5.0,5.239,1,ADV0006,0,0.1377,0.721,26.1,-0.087,13.9,1,0,0
CLI00563,Alta Renda,10,7,,6.0,10.458,0,ADV0000,1,0.1134,1.186,15.3,-0.131,15.6,5,1,0
CLI00564,Alta Renda,15,7,14.31,2.0,10.154,1,ADV0017,0,0.0868,0.881,23.9,0.253,13.2,9,0,0
CLI00565,Private,94,6,17.24,0.0,9.189,0,ADV0029,0,0.1427,1.311,20.3,-0.318,37.9,2,0,0
CLI00566,Alta Renda,135,2,9.06,2.0,9.501,0,ADV0019,0,0.1791,1.702,11.3,-0.013,11.3,5,0,0
CLI00567,Alta Renda,131,2,12.05,4.0,7.318,0,ADV0021,0,0.1223,0.895,11.7,-0.322,24.9,5,0,0
CLI00568,Wealth,16,8,5.96,3.0,32.79,0,ADV0045,0,0.0857,2.81,19.6,0.289,3.4,6,0,0
CLI00569,Alta Renda,61,2,8.95,4.0,3.897,0,ADV0017,0,0.0868,0.338,12.9,-0.002,12.8,3,0,0
CLI00570,Private,88,7,13.12,4.0,55.524,0,ADV0025,0,0.1058,5.874,9.7,0.039,7.3,3,0,0
CLI00571,Private,142,3,4.51,2.7650602409638556,25.101,0,ADV0040,0,0.1452,3.645,7.0,0.609,25.3,10,0,0
CLI00572,Alta Renda,104,1,8.83,3.0,4.787,0,ADV0019,0,0.1791,0.857,17.4,-0.131,10.0,3,0,0
CLI00573,Private,78,4,7.6,2.0,74.325,1,ADV0031,0,0.1595,11.855,9.8,-0.079,30.0,5,0,0
CLI00574,Wealth,120,1,12.1,5.0,208.357,0,ADV0044,0,0.1616,33.67,23.2,-0.086,20.1,4,0,0
CLI00575,Wealth,12,7,13.91,5.0,154.525,0,ADV0048,0,0.1202,18.574,24.5,-0.051,9.1,8,0,0
CLI00576,Alta Renda,85,1,14.62,3.0,13.007,1,ADV0007,0,0.068,0.884,20.8,0.239,5.9,6,0,0
CLI00577,Wealth,102,7,15.7,3.0,161.83,0,ADV0046,1,0.1543,24.97,21.3,-0.035,7.7,5,0,0
CLI00578,Private,9,1,17.26,1.0,21.254,1,ADV0024,0,0.102,2.168,24.0,-0.049,36.4,6,0,0
CLI00579,Alta Renda,9,2,14.05,4.0,10.712,0,ADV0012,0,0.0662,0.709,22.3,0.062,20.0,5,0,0
CLI00580,Private,108,5,19.43,2.0,18.602,0,ADV0022,1,0.1452,2.701,21.7,-0.038,13.1,8,0,0
CLI00581,Family Office,45,2,12.0,5.0,1553.462,0,ADV0049,0,0.1398,217.174,16.7,0.081,22.3,6,0,0
CLI00582,Private,22,2,10.77,4.0,25.616,0,ADV0024,0,0.102,2.613,26.2,-0.029,30.4,8,0,0
CLI00583,Alta Renda,106,8,14.05,2.816326530612245,3.359,0,ADV0016,0,0.1544,0.519,11.6,0.487,13.5,4,0,0
CLI00584,Private,108,6,10.59,3.0,37.796,0,ADV0031,0,0.1595,6.028,7.2,0.122,6.2,1,0,0
CLI00585,Alta Renda,129,6,19.28,3.0,11.292,0,ADV0011,0,0.0656,0.741,6.9,-0.236,16.9,10,0,0
CLI00586,Alta Renda,57,1,16.25,3.0,14.379,0,ADV0003,0,0.1,1.438,10.3,0.027,40.5,5,0,0
CLI00587,Alta Renda,57,7,14.65,3.0,7.21,0,ADV0006,0,0.1377,0.993,2.0,-0.176,23.1,2,0,0
CLI00588,Alta Renda,129,8,12.05,3.0,8.85,0,ADV0006,0,0.1377,1.219,15.2,-0.054,16.1,4,0,0
CLI00589,Alta Renda,68,2,9.79,1.0,12.21,0,ADV0007,0,0.068,0.83,20.4,-0.2,6.8,3,0,0
CLI00590,Alta Renda,121,8,14.45,4.0,4.774,0,ADV0006,0,0.1377,0.657,24.2,0.464,11.5,3,0,0
CLI00591,Private,67,1,6.77,2.7650602409638556,23.75,0,ADV0031,0,0.1595,3.788,2.9,-0.152,3.6,6,0,0
CLI00592,Alta Renda,12,6,17.94,4.0,25.209,0,ADV0009,0,0.1144,2.884,7.0,0.151,5.4,11,0,0
CLI00593,Alta Renda,97,5,10.75,1.0,13.717,0,ADV0017,0,0.0868,1.191,22.7,-0.071,17.1,3,0,0
CLI00594,Wealth,19,4,12.78,5.0,50.683,0,ADV0045,0,0.0857,4.344,11.3,-0.255,2.9,4,0,0
CLI00595,Private,91,1,7.68,3.0,39.477,1,ADV0023,0,0.1145,4.52,21.1,-0.324,10.4,4,0,0
CLI00596,Private,138,8,14.54,2.8461538461538463,22.196,0,ADV0033,0,0.0642,1.425,4.4,0.088,4.9,7,0,0
CLI00597,Alta Renda,135,5,9.59,4.0,9.338,0,ADV0009,0,0.1144,1.068,30.9,0.123,5.6,4,0,0
CLI00598,Alta Renda,67,4,14.23,2.6315789473684212,6.868,0,ADV0009,0,0.1144,0.786,4.1,-0.577,13.7,5,0,0
CLI00599,Alta Renda,84,3,14.68,2.606741573033708,9.189,1,ADV0001,0,0.0542,0.498,21.4,-0.423,12.6,5,0,0
CLI00600,Alta Renda,143,1,8.78,1.0,3.0,0,ADV0008,0,0.1289,0.387,15.2,0.211,4.1,2,0,0
CLI00601,Alta Renda,63,1,6.78,0.0,22.0,1,ADV0014,1,0.1786,3.929,25.0,-0.473,13.6,4,0,0
CLI00602,Alta Renda,125,3,17.93,4.0,13.024,0,ADV0009,0,0.1144,1.49,18.2,0.045,4.0,5,0,0
CLI00603,Alta Renda,138,3,10.69,1.0,15.66,0,ADV0004,0,0.1679,2.629,18.5,-0.277,27.9,5,0,0
CLI00604,Alta Renda,70,1,12.44,3.0,7.119,0,ADV0006,0,0.1377,0.98,17.2,0.161,20.7,4,0,0
CLI00605,Private,18,3,13.54,1.0,28.592,0,ADV0022,1,0.1452,4.152,8.8,0.205,20.6,6,0,0
CLI00606,Alta Renda,87,2,6.23,2.816326530612245,5.742,0,ADV0010,0,0.1446,0.83,7.5,0.161,7.1,5,0,0
CLI00607,Alta Renda,57,4,13.44,5.0,4.831,0,ADV0018,0,0.1071,0.517,9.5,0.227,17.5,3,0,0
CLI00608,Private,122,4,11.92,2.0,107.14,0,ADV0025,0,0.1058,11.335,6.7,0.344,15.1,1,0,0
CLI00609,Private,31,4,8.8,3.0,34.694,0,ADV0034,0,0.056,1.943,27.0,-0.258,7.5,3,0,0
CLI00610,Alta Renda,39,2,6.64,2.606741573033708,10.95,0,ADV0001,0,0.0542,0.593,10.2,-0.174,12.5,4,0,0
CLI00611,Private,57,7,14.04,2.0,36.405,0,ADV0040,0,0.1452,5.286,14.6,0.197,3.4,2,0,0
CLI00612,Private,117,3,16.24,3.0,11.573,1,ADV0031,0,0.1595,1.846,34.4,-0.074,6.7,5,0,0
CLI00613,Alta Renda,87,5,12.25,2.816326530612245,5.28,1,ADV0004,0,0.1679,0.887,10.6,-0.599,44.8,5,0,0
CLI00614,Wealth,47,3,5.48,7.0,121.454,0,ADV0045,0,0.0857,10.409,4.0,-0.164,9.2,10,0,0
CLI00615,Wealth,26,1,7.06,2.0,190.31,0,ADV0046,1,0.1543,29.365,6.7,-0.143,16.5,6,0,0
CLI00616,Alta Renda,47,6,9.69,2.0,6.315,0,ADV0003,0,0.1,0.632,15.7,-0.353,7.7,5,0,0
CLI00617,Alta Renda,118,8,18.07,2.0,9.454,0,ADV0014,1,0.1786,1.688,15.0,-0.28,10.2,3,0,0
CLI00618,Private,110,8,10.46,2.0,63.104,0,ADV0041,1,0.1061,6.695,17.2,-0.274,13.0,4,0,0
CLI00619,Private,22,4,9.53,5.0,53.095,0,ADV0038,0,0.1127,5.984,12.1,-0.065,7.2,3,0,0
CLI00620,Alta Renda,125,3,4.47,3.0,4.871,0,ADV0009,0,0.1144,0.557,0.9,0.06,10.1,4,0,0
CLI00621,Alta Renda,142,5,8.74,3.0,12.43,0,ADV0010,0,0.1446,1.797,11.8,0.095,15.0,12,0,0
CLI00622,Alta Renda,134,1,6.32,2.0,6.932,0,ADV0018,0,0.1071,0.742,24.6,-0.112,32.8,3,0,0
CLI00623,Private,135,2,7.29,3.0,18.239,0,ADV0023,0,0.1145,2.088,28.8,-0.106,7.2,4,0,0
CLI00624,Private,65,7,12.0,5.0,52.47,0,ADV0031,0,0.1595,8.369,13.9,0.027,9.2,1,0,0
CLI00625,Alta Renda,53,2,9.82,1.0,3.054,0,ADV0018,0,0.1071,0.327,15.0,-0.329,23.0,7,0,0
CLI00626,Private,34,5,18.64,2.0,34.127,0,ADV0022,1,0.1452,4.955,19.9,0.211,26.6,5,0,0
CLI00627,Private,102,1,16.03,2.7857142857142856,28.791,0,ADV0038,0,0.1127,3.245,28.3,0.283,18.6,6,0,0
CLI00628,Alta Renda,15,4,8.94,1.0,4.842,0,ADV0001,0,0.0542,0.262,13.1,-0.138,26.2,6,0,0
CLI00629,Alta Renda,63,3,7.65,4.0,14.374,0,ADV0012,0,0.0662,0.952,19.7,-0.088,6.9,1,0,0
CLI00630,Private,26,1,17.31,5.0,60.751,1,ADV0035,0,0.0652,3.961,9.3,0.047,25.3,5,0,0
CLI00631,Wealth,33,8,18.47,0.0,62.06,0,ADV0045,0,0.0857,5.319,4.5,-0.027,21.1,3,0,0
