cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,saldo_bi,churn,assessor_id,risco_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos
CLI00501,Varejo,30,3,12.76,3,0.4991,1,ADV0162,0,0.0,15.1,-0.025,16.0,0
CLI00502,Varejo,23,2,8.78,3,1.1507,0,ADV0093,0,0.0,2.1,0.256,17.3,9
CLI00503,Alta Renda,92,8,12.42,2,0.1735,0,ADV0245,0,0.0,14.7,-0.056,30.7,2
CLI00504,Alta Renda,115,2,9.74,2,0.023,0,ADV0206,0,0.0,5.5,-0.146,12.4,6
CLI00505,Varejo,104,1,12.55,3,0.3152,0,ADV0049,0,0.0,24.7,0.006,11.8,2
CLI00506,Wealth,118,8,18.34,1,0.856,0,ADV0273,0,0.0,17.6,0.023,10.2,1
CLI00507,Alta Renda,5,7,14.67,1,0.5846,0,ADV0246,0,0.0,4.7,-0.261,21.1,5
CLI00508,Wealth,104,6,12.37,3,0.1592,0,ADV0285,0,0.0,24.0,-0.066,2.4,5
CLI00509,Alta Renda,108,7,14.6,1,0.1219,0,ADV0218,0,0.0,31.4,-0.075,27.8,4
CLI00510,Varejo,65,3,14.9,6,0.1575,0,ADV0183,0,0.0,10.8,-0.038,11.4,4
CLI00511,Varejo,121,1,6.97,2,0.8129,0,ADV0125,0,0.0,11.8,0.16,17.5,3
CLI00512,Wealth,30,4,11.68,6,0.4442,0,ADV0280,0,0.0,22.5,0.03,22.1,5
CLI00513,Alta Renda,84,1,22.26,8,0.1001,0,ADV0259,0,0.0,29.9,0.27,6.6,1
CLI00514,Varejo,32,5,16.59,1,0.0969,1,ADV0016,0,0.0,31.4,-0.246,22.9,2
CLI00515,Varejo,16,1,9.39,2,0.0884,0,ADV0009,0,0.0,5.2,0.391,11.2,3
CLI00516,Varejo,38,7,8.97,1,0.0414,0,ADV0112,0,0.0,9.5,-0.101,5.4,4
CLI00517,Alta Renda,142,5,8.83,6,0.9583,0,ADV0244,0,0.0,10.3,-0.169,25.5,8
CLI00518,Corporate,36,5,15.14,3,0.0594,0,ADV0296,0,0.0,22.0,0.12,10.6,9
CLI00519,Varejo,114,8,18.25,1,0.3127,0,ADV0046,0,0.0,30.0,0.3,5.2,4
CLI00520,Varejo,66,8,13.95,2,0.07,0,ADV0178,0,0.0,31.5,-0.303,13.8,6
CLI00521,Varejo,105,5,12.16,1,0.0889,0,ADV0113,0,0.0,2.7,-0.043,4.0,5
CLI00522,Wealth,85,4,9.63,5,0.1426,0,ADV0291,0,0.0,6.8,-0.134,9.6,6
CLI00523,Alta Renda,2,8,12.88,2,0.3358,0,ADV0252,0,0.0,8.2,0.031,16.4,8
CLI00524,Alta Renda,75,1,8.06,2,0.118,0,ADV0251,0,0.0,6.8,0.002,3.7,2
CLI00525,Varejo,67,7,3.37,3,0.0376,1,ADV0141,0,0.0,22.4,0.496,23.3,5
CLI00526,Varejo,55,1,18.37,3,0.1695,0,ADV0124,0,0.0,19.0,-0.024,14.3,4
CLI00527,Varejo,6,4,7.28,4,0.061,0,ADV0083,1,0.061,13.1,0.302,22.2,4
CLI00528,Varejo,143,3,10.14,2,1.23,0,ADV0018,0,0.0,12.2,-0.069,22.1,4
CLI00529,Alta Renda,86,2,14.26,1,0.1179,0,ADV0258,0,0.0,9.8,0.204,9.4,3
CLI00530,Alta Renda,60,7,17.52,3,0.0694,0,ADV0244,0,0.0,10.7,0.05,9.6,3
CLI00531,Corporate,101,8,12.58,7,2.1538,0,ADV0299,0,0.0,35.1,0.381,18.4,6
CLI00532,Corporate,12,7,6.49,2,0.432,0,ADV0298,0,0.0,20.9,-0.325,5.8,3
CLI00533,Varejo,49,1,10.23,2,0.0515,0,ADV0166,0,0.0,10.1,-0.256,5.8,3
CLI00534,Alta Renda,42,2,8.65,4,0.0591,0,ADV0231,0,0.0,12.1,0.403,8.5,6
CLI00535,Wealth,82,6,11.34,5,0.3062,0,ADV0283,0,0.0,17.8,-0.161,4.4,3
CLI00536,Alta Renda,35,6,16.67,2,0.1749,0,ADV0254,0,0.0,4.7,-0.147,5.1,9
CLI00537,Varejo,134,8,0.84,4,0.5258,0,ADV0075,0,0.0,14.5,-0.193,5.3,6
CLI00538,Varejo,67,4,9.77,4,0.0698,0,ADV0136,0,0.0,20.2,0.253,10.6,5
CLI00539,Varejo,80,6,9.47,1,0.4112,0,ADV0039,0,0.0,18.5,-0.276,10.3,4
CLI00540,Wealth,7,7,6.22,6,0.009,0,ADV0285,0,0.0,6.9,0.005,24.4,3
CLI00541,Varejo,14,6,13.96,5,0.1352,0,ADV0182,0,0.0,8.0,-0.058,10.8,5
CLI00542,Varejo,73,3,5.56,5,0.0741,0,ADV0069,0,0.0,1.8,0.228,12.6,2
CLI00543,Alta Renda,143,3,6.04,6,0.0915,0,ADV0202,1,0.0915,21.6,-0.124,37.0,6
CLI00544,Varejo,66,8,15.07,3,0.1446,0,ADV0185,1,0.1446,44.6,0.091,1.5,2
CLI00545,Varejo,91,3,17.8,1,0.7262,0,ADV0107,0,0.0,6.1,-0.258,15.3,9
CLI00546,Varejo,130,6,11.18,1,0.0369,0,ADV0034,0,0.0,26.7,0.5,11.4,5
CLI00547,Alta Renda,20,4,6.39,6,0.0096,1,ADV0202,1,0.0096,46.3,-0.431,21.4,4
CLI00548,Varejo,10,5,8.54,2,0.0429,1,ADV0157,0,0.0,11.1,-0.052,9.3,5
CLI00549,Alta Renda,25,5,15.73,4,0.6245,0,ADV0232,1,0.6245,12.1,0.364,10.7,2
CLI00550,Varejo,25,8,11.99,3,0.0195,1,ADV0157,0,0.0,15.8,-0.115,31.1,4
CLI00551,Alta Renda,54,2,11.08,7,0.0786,0,ADV0255,0,0.0,18.1,0.367,18.2,7
CLI00552,Varejo,33,5,12.81,2,0.4924,0,ADV0165,0,0.0,16.2,-0.091,11.1,5
CLI00553,Varejo,95,5,11.34,4,0.1532,0,ADV0168,0,0.0,9.7,0.148,7.4,3
CLI00554,Alta Renda,14,3,17.99,0,0.717,0,ADV0262,0,0.0,20.0,-0.126,5.8,4
CLI00555,Varejo,65,3,8.35,1,0.0117,0,ADV0120,0,0.0,9.8,-0.298,9.3,9
CLI00556,Varejo,110,6,7.87,2,0.1088,0,ADV0040,0,0.0,17.0,0.091,11.8,4
CLI00557,Varejo,80,8,5.69,7,0.9402,0,ADV0010,0,0.0,12.8,0.141,36.9,4
CLI00558,Alta Renda,54,2,9.23,3,0.0382,1,ADV0226,0,0.0,5.5,-0.751,21.0,8
CLI00559,Varejo,125,8,6.91,4,0.6346,0,ADV0186,0,0.0,29.2,-0.068,8.1,2
CLI00560,Alta Renda,131,1,12.42,6,0.1217,0,ADV0213,1,0.1217,8.2,0.264,1.5,1
CLI00561,Varejo,134,7,11.59,4,0.2907,0,ADV0066,0,0.0,31.1,0.132,7.3,4
CLI00562,Varejo,25,2,6.97,3,0.8556,1,ADV0041,0,0.0,26.1,-0.087,13.9,1
CLI00563,Varejo,141,2,13.97,1,0.289,1,ADV0005,0,0.0,27.2,-0.381,16.7,5
CLI00564,Varejo,117,4,17.87,3,0.0766,0,ADV0106,0,0.0,18.7,0.429,9.5,9
CLI00565,Varejo,136,8,13.0,2,0.3432,0,ADV0177,0,0.0,20.3,-0.318,37.9,2
CLI00566,Varejo,25,6,0.82,5,0.0699,0,ADV0117,0,0.0,11.3,-0.013,11.3,5
CLI00567,Varejo,79,4,19.85,3,0.2358,0,ADV0131,0,0.0,11.7,-0.322,24.9,5
CLI00568,Wealth,68,2,14.64,3,0.0325,0,ADV0270,0,0.0,19.6,0.289,3.4,6
CLI00569,Varejo,12,2,19.72,0,0.1717,0,ADV0105,0,0.0,12.9,-0.002,12.8,3
CLI00570,Varejo,32,2,16.08,2,0.7758,0,ADV0155,1,0.7758,9.7,0.039,7.3,3
CLI00571,Alta Renda,128,5,16.92,4,0.1121,0,ADV0235,0,0.0,7.0,0.609,25.3,10
CLI00572,Varejo,96,8,12.36,6,0.6851,0,ADV0118,0,0.0,17.4,-0.131,10.0,3
CLI00573,Varejo,92,7,10.4,3,9.2208,0,ADV0187,0,0.0,7.9,0.385,29.0,5
CLI00574,Alta Renda,141,7,13.07,3,0.1592,0,ADV0258,0,0.0,23.2,-0.086,20.1,4
CLI00575,Wealth,31,4,8.52,1,0.3673,0,ADV0285,0,0.0,24.5,-0.051,9.1,8
CLI00576,Varejo,78,2,13.32,5,0.3073,0,ADV0045,0,0.0,18.6,0.58,5.7,6
CLI00577,Wealth,20,7,0.47,6,0.2215,0,ADV0278,0,0.0,21.3,-0.035,7.7,5
CLI00578,Varejo,60,3,11.68,2,0.4604,1,ADV0148,0,0.0,24.0,-0.049,36.4,6
CLI00579,Varejo,134,8,17.15,0,0.1197,0,ADV0078,0,0.0,22.3,0.062,20.0,5
CLI00580,Varejo,93,7,11.9,2,0.0699,0,ADV0139,0,0.0,21.7,-0.038,13.1,8
CLI00581,Corporate,43,6,18.76,4,0.0227,0,ADV0294,0,0.0,16.7,0.081,22.3,6
CLI00582,Varejo,130,8,10.39,3,0.1059,0,ADV0148,0,0.0,26.2,-0.029,30.4,8
CLI00583,Varejo,60,6,15.71,4,0.5336,1,ADV0099,0,0.0,12.7,-0.006,24.3,4
CLI00584,Varejo,31,7,7.81,4,0.0487,0,ADV0190,0,0.0,7.2,0.122,6.2,1
CLI00585,Varejo,5,3,15.54,6,0.2278,1,ADV0073,0,0.0,8.3,-0.535,17.3,10
CLI00586,Varejo,10,6,12.48,3,0.1409,0,ADV0025,0,0.0,10.3,0.027,40.5,5
CLI00587,Varejo,89,5,10.58,2,0.0738,0,ADV0039,0,0.0,2.0,-0.176,23.1,2
CLI00588,Varejo,130,7,0.69,5,0.0149,0,ADV0039,0,0.0,15.2,-0.054,16.1,4
CLI00589,Varejo,126,5,10.43,5,0.9721,0,ADV0046,0,0.0,20.4,-0.2,6.8,3
CLI00590,Varejo,11,7,12.4,3,0.3238,1,ADV0042,0,0.0,30.5,-0.149,13.9,3
CLI00591,Varejo,56,1,14.98,3,5.285,1,ADV0192,0,0.0,9.6,-0.43,8.5,6
CLI00592,Varejo,83,1,18.06,1,0.6725,0,ADV0057,0,0.0,7.0,0.151,5.4,11
CLI00593,Varejo,137,1,20.05,4,0.9443,1,ADV0105,0,0.0,38.9,0.025,19.7,3
CLI00594,Wealth,99,6,16.73,2,0.017,0,ADV0268,0,0.0,11.3,-0.255,2.9,4
CLI00595,Varejo,73,5,9.14,5,0.0166,1,ADV0143,0,0.0,21.1,-0.324,10.4,4
CLI00596,Alta Renda,115,5,10.22,4,0.1746,0,ADV0201,0,0.0,4.4,0.088,4.9,7
CLI00597,Varejo,7,5,14.6,3,0.0372,0,ADV0053,0,0.0,30.9,0.123,5.6,4
CLI00598,Varejo,80,3,13.68,3,0.0682,0,ADV0061,0,0.0,4.1,-0.577,13.7,5
CLI00599,Varejo,97,5,18.34,3,4.4112,0,ADV0014,0,0.0,14.9,-0.272,7.7,5
CLI00600,Varejo,4,3,21.91,3,0.7763,1,ADV0052,0,0.0,22.0,0.134,6.4,2
CLI00601,Varejo,4,1,21.02,3,0.049,0,ADV0085,0,0.0,8.9,-0.203,8.8,4
CLI00602,Varejo,103,1,17.77,3,0.0076,0,ADV0055,0,0.0,18.2,0.045,4.0,5
CLI00603,Varejo,40,6,13.72,1,0.0439,0,ADV0028,0,0.0,18.5,-0.277,27.9,5
CLI00604,Varejo,17,7,17.17,4,0.0801,1,ADV0037,0,0.0,19.2,-0.138,28.0,4
CLI00605,Varejo,101,1,18.48,2,0.1089,0,ADV0139,0,0.0,8.8,0.205,20.6,6
CLI00606,Varejo,103,7,10.88,4,0.0313,0,ADV0064,0,0.0,7.5,0.161,7.1,5
CLI00607,Varejo,124,7,9.26,1,0.7181,0,ADV0109,0,0.0,9.5,0.227,17.5,3
CLI00608,Varejo,52,8,8.28,5,0.0656,0,ADV0152,0,0.0,6.7,0.344,15.1,1
CLI00609,Alta Renda,52,6,7.82,3,0.3841,1,ADV0208,0,0.0,28.8,-0.222,12.3,3
CLI00610,Varejo,124,2,5.7,3,0.1773,1,ADV0013,0,0.0,11.7,-0.547,21.9,4
CLI00611,Alta Renda,63,2,12.55,4,0.5599,0,ADV0240,0,0.0,14.6,0.197,3.4,2
CLI00612,Varejo,116,4,7.3,2,0.1213,1,ADV0188,0,0.0,34.4,-0.074,6.7,5
CLI00613,Varejo,62,8,8.21,3,0.0497,0,ADV0027,0,0.0,6.4,-0.148,12.3,5
CLI00614,Alta Renda,7,6,14.45,1,0.0759,1,ADV0261,0,0.0,10.7,-0.373,31.6,10
CLI00615,Wealth,92,4,12.26,0,0.0773,1,ADV0276,0,0.0,8.3,-0.067,16.9,6
CLI00616,Varejo,14,4,13.3,4,2.4204,0,ADV0021,0,0.0,15.7,-0.353,7.7,5
CLI00617,Varejo,86,8,17.23,1,0.1826,0,ADV0084,0,0.0,15.0,-0.28,10.2,3
CLI00618,Alta Renda,133,2,15.13,3,0.1663,0,ADV0242,0,0.0,17.2,-0.274,13.0,4
CLI00619,Alta Renda,130,6,17.88,1,0.5203,0,ADV0225,0,0.0,12.1,-0.065,7.2,3
CLI00620,Varejo,62,2,11.84,2,0.1653,0,ADV0058,0,0.0,0.9,0.06,10.1,4
CLI00621,Varejo,79,4,18.27,5,0.7105,0,ADV0065,0,0.0,11.8,0.095,15.0,12
CLI00622,Varejo,138,6,13.01,2,0.1019,0,ADV0111,0,0.0,24.6,-0.112,32.8,3
CLI00623,Varejo,58,4,12.21,3,0.0893,1,ADV0146,0,0.0,45.2,-0.505,19.5,4
CLI00624,Varejo,120,5,17.64,0,0.0462,0,ADV0185,1,0.0462,13.9,0.027,9.2,1
CLI00625,Varejo,133,8,7.84,2,1.8314,0,ADV0110,1,1.8314,15.0,-0.329,23.0,7
CLI00626,Varejo,65,7,20.0,3,0.151,1,ADV0140,0,0.0,28.6,0.015,35.5,5
CLI00627,Alta Renda,13,6,10.32,3,0.0359,0,ADV0224,0,0.0,28.3,0.283,18.6,6
CLI00628,Varejo,82,6,6.38,7,0.2135,0,ADV0013,0,0.0,13.1,-0.138,26.2,6
CLI00629,Varejo,139,7,14.24,2,0.071,0,ADV0077,0,0.0,19.7,-0.088,6.9,1
CLI00630,Alta Renda,52,4,9.92,2,0.0996,1,ADV0215,1,0.0996,9.3,0.047,25.3,5
CLI00631,Wealth,117,5,20.01,2,0.2476,0,ADV0268,0,0.0,4.5,-0.027,21.1,3
CLI00632,Varejo,26,3,9.68,2,1.194,0,ADV0154,0,0.0,9.2,0.129,5.6,9
CLI00633,Varejo,34,7,12.82,5,0.1886,0,ADV0160,0,0.0,32.5,-0.02,10.3,3
CLI00634,Varejo,52,8,5.51,3,0.0656,0,ADV0033,0,0.0,20.0,0.342,1.9,6
CLI00635,Varejo,112,2,14.91,3,0.0857,1,ADV0134,0,0.0,9.1,-0.41,22.5,5
CLI00636,Varejo,82,4,8.23,2,0.3881,0,ADV0161,1,0.3881,20.6,0.12,24.3,7
CLI00637,Varejo,42,7,14.41,3,0.013,0,ADV0074,0,0.0,5.3,0.125,8.9,4
CLI00638,Varejo,21,7,9.7,5,0.0426,0,ADV0081,0,0.0,17.0,-0.122,6.1,7
CLI00639,Varejo,42,6,2.9,1,0.2179,1,ADV0113,0,0.0,14.4,-0.735,9.2,4
CLI00640,Varejo,141,2,12.05,2,0.018,1,ADV0007,0,0.0,6.3,0.03,13.8,3
CLI00641,Varejo,113,2,11.86,2,0.1101,0,ADV0097,0,0.0,35.9,0.028,18.5,5
CLI00642,Varejo,105,8,15.2,1,0.0888,0,ADV0065,0,0.0,10.2,-0.259,33.2,6
CLI00643,Varejo,17,2,18.04,4,0.5172,0,ADV0099,0,0.0,19.7,0.412,1.7,13
CLI00644,Varejo,120,7,19.53,5,0.1194,0,ADV0037,0,0.0,13.5,0.215,30.8,5
CLI00645,Wealth,137,3,15.13,0,0.7731,0,ADV0266,0,0.0,5.6,0.008,14.8,7
CLI00646,Varejo,129,1,12.67,3,0.1831,0,ADV0178,0,0.0,11.0,-0.06,23.6,9
CLI00647,Alta Renda,130,4,5.51,8,1.6643,0,ADV0205,0,0.0,5.7,0.044,20.4,0
CLI00648,Alta Renda,60,1,12.35,0,0.0272,1,ADV0237,0,0.0,66.0,-0.214,17.3,1
CLI00649,Varejo,48,7,12.4,3,1.3529,0,ADV0150,0,0.0,22.1,-0.447,13.1,8
CLI00650,Varejo,29,1,10.67,4,0.0969,0,ADV0028,0,0.0,13.3,0.465,16.8,4
CLI00651,Varejo,97,7,14.16,1,1.1231,0,ADV0162,0,0.0,19.0,-0.174,10.9,3
CLI00652,Varejo,10,1,16.21,4,0.7717,1,ADV0176,0,0.0,24.0,-0.023,40.6,3
CLI00653,Alta Renda,58,2,8.06,4,0.0041,0,ADV0224,0,0.0,21.2,0.008,19.1,5
CLI00654,Varejo,21,5,8.0,4,0.3082,0,ADV0130,0,0.0,20.6,0.439,7.2,3
CLI00655,Varejo,28,2,10.91,2,0.6047,0,ADV0039,0,0.0,19.6,-0.019,25.0,6
CLI00656,Varejo,34,2,8.92,5,0.9298,0,ADV0086,0,0.0,14.1,0.349,23.8,5
CLI00657,Varejo,8,8,4.61,3,0.0358,1,ADV0108,0,0.0,35.9,-0.054,12.1,3
CLI00658,Varejo,79,6,7.31,3,0.3561,0,ADV0194,0,0.0,14.7,-0.212,19.2,5
CLI00659,Varejo,87,6,6.32,3,0.213,0,ADV0171,0,0.0,13.6,0.03,17.6,7
CLI00660,Varejo,88,1,16.58,2,0.2896,0,ADV0107,0,0.0,14.8,-0.026,8.6,4
CLI00661,Corporate,69,7,18.65,3,0.6057,0,ADV0296,0,0.0,15.5,-0.238,20.1,3
CLI00662,Varejo,87,8,6.9,0,0.7436,1,ADV0181,0,0.0,14.7,-0.221,32.3,6
CLI00663,Varejo,101,2,13.79,1,0.0705,0,ADV0073,0,0.0,6.6,0.005,25.6,2
CLI00664,Varejo,8,8,15.17,1,0.2334,0,ADV0032,0,0.0,12.1,0.122,4.1,8
CLI00665,Varejo,77,1,5.23,3,0.1744,0,ADV0046,0,0.0,2.8,0.043,18.0,4
CLI00666,Varejo,87,6,12.18,5,0.1211,0,ADV0075,0,0.0,13.3,-0.143,23.1,5
CLI00667,Varejo,43,5,22.14,1,0.1371,0,ADV0049,0,0.0,15.4,0.169,8.2,3
CLI00668,Varejo,129,4,14.34,6,0.2133,0,ADV0058,0,0.0,4.3,-0.137,25.0,6
CLI00669,Varejo,109,1,10.47,3,0.0756,1,ADV0086,0,0.0,10.4,-0.224,7.5,7
CLI00670,Varejo,17,8,9.15,2,0.521,0,ADV0054,0,0.0,29.6,0.028,10.8,6
CLI00671,Wealth,133,5,3.01,0,0.8608,0,ADV0268,0,0.0,19.2,-0.122,7.7,2
CLI00672,Varejo,21,4,13.48,6,0.0569,0,ADV0026,1,0.0569,18.4,0.084,6.8,2
CLI00673,Varejo,58,3,19.68,5,0.9174,0,ADV0158,0,0.0,27.3,0.44,16.8,7
CLI00674,Varejo,110,1,8.08,3,0.057,0,ADV0122,1,0.057,6.7,0.446,4.4,4
CLI00675,Corporate,139,1,3.37,3,0.5311,0,ADV0295,0,0.0,4.4,-0.036,11.3,2
CLI00676,Varejo,143,3,8.71,0,0.9152,1,ADV0034,0,0.0,36.8,-0.16,25.3,7
CLI00677,Varejo,135,3,15.2,1,0.1462,0,ADV0118,0,0.0,12.4,0.129,7.8,3
CLI00678,Wealth,28,1,9.7,3,0.0576,0,ADV0290,0,0.0,6.6,-0.081,27.7,2
CLI00679,Alta Renda,51,3,8.05,2,0.0769,0,ADV0259,0,0.0,2.9,0.086,11.9,7
CLI00680,Alta Renda,5,2,11.58,1,0.2646,0,ADV0245,0,0.0,14.9,-0.145,35.3,5
CLI00681,Varejo,5,4,12.46,5,2.1256,1,ADV0078,0,0.0,19.7,0.183,10.4,3
CLI00682,Varejo,94,4,5.67,2,0.0183,0,ADV0052,0,0.0,9.9,-0.179,17.2,6
CLI00683,Alta Renda,96,4,10.59,4,0.1883,1,ADV0201,0,0.0,18.8,0.335,17.0,6
CLI00684,Wealth,8,2,9.41,5,0.1474,0,ADV0279,0,0.0,33.9,-0.13,10.0,0
CLI00685,Varejo,64,7,8.81,4,0.0913,0,ADV0167,0,0.0,3.6,0.145,13.5,6
CLI00686,Varejo,138,3,7.23,1,0.1488,0,ADV0172,0,0.0,10.7,-0.278,18.9,6
CLI00687,Varejo,38,5,15.45,3,0.0817,0,ADV0085,0,0.0,9.4,0.172,21.2,9
CLI00688,Alta Renda,111,3,8.79,2,0.832,0,ADV0231,0,0.0,19.5,-0.213,12.2,5
CLI00689,Varejo,112,1,3.12,4,0.9467,0,ADV0059,0,0.0,3.0,0.057,17.4,5
CLI00690,Varejo,81,6,12.61,2,0.1854,0,ADV0098,0,0.0,18.0,0.225,7.2,3
CLI00691,Varejo,136,8,14.55,5,0.1376,0,ADV0127,0,0.0,15.0,-0.044,21.5,3
CLI00692,Varejo,104,8,8.16,2,0.0871,1,ADV0153,0,0.0,8.8,-0.452,69.5,5
CLI00693,Varejo,73,4,9.15,4,0.1859,0,ADV0074,0,0.0,17.6,0.109,22.5,2
CLI00694,Varejo,49,3,8.77,3,1.8261,0,ADV0035,0,0.0,13.3,-0.185,7.7,1
CLI00695,Varejo,36,5,10.04,2,0.1444,1,ADV0182,0,0.0,42.9,0.138,6.4,5
CLI00696,Varejo,126,1,16.15,2,0.0555,1,ADV0088,0,0.0,22.7,-0.257,54.7,3
CLI00697,Varejo,68,2,11.02,3,0.0986,0,ADV0174,0,0.0,5.9,0.299,29.8,6
CLI00698,Varejo,78,7,15.03,0,0.4402,0,ADV0047,1,0.4402,18.1,0.006,21.3,2
CLI00699,Varejo,105,2,7.43,2,0.065,1,ADV0145,0,0.0,21.2,-0.383,36.1,5
CLI00700,Varejo,122,5,9.89,2,0.1582,0,ADV0161,1,0.1582,13.1,0.162,13.2,4
CLI00701,Varejo,119,1,15.51,3,0.3057,0,ADV0017,0,0.0,4.4,0.011,21.0,3
CLI00702,Varejo,114,4,8.12,2,0.0718,0,ADV0101,0,0.0,19.7,0.14,27.5,3
CLI00703,Varejo,10,3,15.75,0,0.0167,1,ADV0041,0,0.0,13.4,0.238,15.7,2
CLI00704,Varejo,140,1,8.86,3,0.0411,1,ADV0021,0,0.0,21.3,-0.033,18.0,5
CLI00705,Corporate,91,8,10.15,5,0.0541,0,ADV0297,0,0.0,45.2,-0.721,25.7,7
CLI00706,Varejo,2,7,18.51,2,0.1228,0,ADV0097,0,0.0,10.8,-0.18,6.0,7
CLI00707,Alta Renda,118,2,9.67,2,0.1751,0,ADV0244,0,0.0,21.6,0.266,10.1,3
CLI00708,Varejo,13,7,12.11,3,0.4823,0,ADV0077,0,0.0,11.4,-0.007,25.3,5
CLI00709,Alta Renda,95,7,14.09,3,0.0335,0,ADV0206,0,0.0,7.8,-0.075,15.3,5
CLI00710,Alta Renda,32,5,12.45,4,0.3992,0,ADV0229,1,0.3992,30.2,0.257,14.0,3
CLI00711,Varejo,32,5,12.57,1,0.1021,0,ADV0179,0,0.0,2.1,-0.022,12.9,5
CLI00712,Varejo,124,3,11.26,3,0.0162,0,ADV0142,0,0.0,25.3,-0.46,27.0,6
CLI00713,Varejo,11,5,6.03,2,0.1682,1,ADV0123,1,0.1682,4.5,-0.393,6.9,11
CLI00714,Varejo,10,5,12.96,2,0.915,0,ADV0105,0,0.0,23.6,0.092,9.7,10
CLI00715,Wealth,15,1,8.42,0,0.521,0,ADV0279,0,0.0,13.2,-0.015,4.4,4
CLI00716,Alta Renda,17,8,14.76,3,0.1497,0,ADV0249,1,0.1497,5.9,0.32,10.7,4
CLI00717,Wealth,59,4,17.26,3,0.7143,0,ADV0289,1,0.7143,9.5,-0.161,14.8,6
CLI00718,Varejo,78,3,3.92,2,0.2122,0,ADV0038,0,0.0,20.8,-0.068,2.6,9
CLI00719,Alta Renda,124,1,17.27,1,0.5919,0,ADV0220,0,0.0,42.5,-0.195,7.3,2
CLI00720,Wealth,114,4,9.77,3,0.0191,0,ADV0282,0,0.0,3.1,-0.115,15.3,3
CLI00721,Varejo,22,7,10.95,4,0.0326,1,ADV0057,0,0.0,13.0,-0.702,19.1,3
CLI00722,Varejo,32,1,7.67,3,0.4265,0,ADV0022,0,0.0,4.0,-0.085,36.8,6
CLI00723,Alta Renda,113,6,12.29,5,1.2227,0,ADV0223,0,0.0,11.3,-0.011,19.6,4
CLI00724,Varejo,120,1,11.78,3,0.2844,0,ADV0172,0,0.0,24.0,-0.03,11.8,5
CLI00725,Alta Renda,122,5,16.02,3,0.0866,0,ADV0252,0,0.0,3.5,0.473,14.6,1
CLI00726,Varejo,32,4,8.39,3,0.0547,1,ADV0042,0,0.0,15.1,0.434,25.1,3
CLI00727,Alta Renda,119,3,18.48,1,0.1097,0,ADV0239,1,0.1097,23.5,-0.165,9.7,3
CLI00728,Varejo,39,3,14.29,3,0.8007,0,ADV0063,0,0.0,9.4,-0.45,15.7,5
CLI00729,Varejo,12,4,11.88,2,0.1059,1,ADV0050,0,0.0,16.0,-0.08,9.7,4
CLI00730,Varejo,18,5,10.74,1,0.6454,0,ADV0050,0,0.0,28.8,0.083,16.3,8
CLI00731,Alta Renda,141,2,10.21,3,0.3861,0,ADV0245,0,0.0,5.3,-0.189,12.9,2
CLI00732,Alta Renda,126,1,10.49,3,1.5343,1,ADV0201,0,0.0,24.7,-0.17,12.8,4
CLI00733,Varejo,136,5,12.21,6,0.2145,0,ADV0157,0,0.0,16.4,0.348,11.7,4
CLI00734,Varejo,46,6,10.62,1,0.155,0,ADV0108,0,0.0,16.7,-0.057,21.7,5
CLI00735,Alta Renda,104,8,8.81,4,0.6886,0,ADV0263,1,0.6886,8.9,0.146,20.4,3
CLI00736,Varejo,135,7,12.23,2,0.049,0,ADV0117,0,0.0,7.6,-0.205,11.1,7
CLI00737,Alta Renda,86,4,7.99,4,0.0928,0,ADV0245,0,0.0,13.4,-0.013,21.1,4
CLI00738,Varejo,89,8,12.85,3,0.0186,1,ADV0132,1,0.0186,17.9,-0.399,15.5,2
CLI00739,Varejo,22,1,10.56,5,0.0324,0,ADV0113,0,0.0,5.2,-0.149,12.9,4
CLI00740,Varejo,92,3,14.43,4,2.0145,0,ADV0140,0,0.0,20.7,0.254,9.7,5
CLI00741,Varejo,29,7,15.65,2,0.4066,0,ADV0091,1,0.4066,4.9,-0.306,34.5,7
CLI00742,Alta Renda,13,8,15.65,4,0.0278,0,ADV0224,0,0.0,2.5,0.066,32.3,4
CLI00743,Varejo,2,2,12.84,2,0.7814,1,ADV0151,1,0.7814,9.3,0.022,23.1,7
CLI00744,Varejo,29,8,13.33,3,0.0662,1,ADV0071,0,0.0,9.6,-0.066,25.1,2
CLI00745,Wealth,27,6,10.14,1,0.3803,0,ADV0269,0,0.0,18.0,-0.075,17.1,3
CLI00746,Varejo,50,3,14.35,3,0.373,0,ADV0114,0,0.0,8.1,0.191,19.2,5
CLI00747,Varejo,95,4,14.82,3,1.4398,0,ADV0163,0,0.0,31.9,-0.207,6.1,4
CLI00748,Wealth,88,1,4.92,3,0.0822,1,ADV0271,0,0.0,17.2,0.526,7.5,5
CLI00749,Varejo,44,4,13.09,3,0.0631,0,ADV0187,0,0.0,6.8,-0.006,0.5,5
CLI00750,Varejo,22,7,17.25,5,0.005,0,ADV0036,0,0.0,17.5,-0.292,19.2,5
CLI00751,Wealth,97,1,10.0,2,0.1411,0,ADV0282,0,0.0,31.6,0.15,4.1,3
CLI00752,Varejo,3,5,9.09,2,0.4244,0,ADV0188,0,0.0,20.3,-0.044,8.3,3
